city,province,site,population,region
Lari,,http://www.comune.lari.pi.it/,,provincia di Pisa
Bagnoli Irpino,AV,http://www.bagnoliirpino.asmenet.it,3139.0,Campania
Castel Baronia,AV,http://www.comunecastelbaronia.it/,1102.0,Campania
Castelvetere sul Calore,AV,http://www.comune.castelveteresulcalore.av.it,1569.0,Campania
Valperga,TO,http://www.comune.valperga.to.it,2056.0,Piemonte
Braone,BS,http://www.comune.braone.bs.it/,682.0,Lombardia
Brione,BS,http://www.comune.brione.bs.it,722.0,Lombardia
Vedeseta,BG,http://www.comune.vedeseta.bg.it/,205.0,Lombardia
Sorisole,BG,https://www.comune.sorisole.bg.it/,9042.0,Lombardia
Stroncone,TR,http://www.comune.stroncone.tr.it,4814.0,Umbria
Porano,TR,http://www.comune.porano.tr.it,1982.0,Umbria
Forza d'Agrò,ME,http://www.comune.forzadagro.me.it/,898.0,Sicilia
Cervicati,CS,http://cervicati.asmenet.it,816.0,Calabria
Caloveto,CS,http://www.comune.caloveto.cs.it,1215.0,Calabria
Diamante,CS,http://www.comune-diamante.it,5295.0,Calabria
Cassano all'Ionio,CS,http://www.comune.cassanoalloionio.cs.it/,18270.0,Calabria
Ziano Piacentino,PC,http://www.comune.ziano.pc.it,2527.0,Emilia-Romagna
Cascina,PI,http://www.comune.cascina.pi.it/,45212.0,Toscana
San Basile,CS,http://sanbasile.asmenet.it,1034.0,Calabria
Argegno,CO,http://www.argegno.com/,665.0,Lombardia
Barni,CO,http://www.comune.barni.co.it,582.0,Lombardia
Traversella,TO,http://www.comune.traversella.to.it,332.0,Piemonte
Varisella,TO,http://www.comune.varisella.to.it,830.0,Piemonte
Trana,TO,http://www.comune.trana.to.it,3861.0,Piemonte
Sauze di Cesana,TO,http://www.comune.sauzedoulx.to.it,249.0,Piemonte
Settimo Vittone,TO,http://www.comune.settimovittone.to.it,1546.0,Piemonte
Lascari,PA,http://www.lascari.gov.it/,3619.0,Sicilia
Trappeto,PA,http://www.comune.trappeto.pa.it/,3141.0,Sicilia
Piana degli Albanesi,PA,http://www.comune.pianadeglialbanesi.pa.it/,6157.0,Sicilia
Castelbuono,PA,http://www.comune.castelbuono.pa.it,8688.0,Sicilia
Misilmeri,PA,http://www.comune.misilmeri.pa.it,29376.0,Sicilia
Avola,SR,http://www.comune.avola.sr.it,31408.0,Sicilia
Coli,PC,http://www.comune.coli.pc.it,873.0,Emilia-Romagna
Castelvetro Piacentino,PC,http://www.comune.castelvetro.pc.it,5331.0,Emilia-Romagna
Castelvetro Piacentino,PC,http://www.sagradelloscalognopiacentino.it,5331.0,Emilia-Romagna
Savoca,ME,http://www.comune.savoca.me.it,1715.0,Sicilia
Ventimiglia di Sicilia,PA,http://www.comunediventimigliadisicilia.it/Default.htm,1890.0,Sicilia
Reitano,ME,http://www.comunereitano.com,779.0,Sicilia
Senales,BZ,http://www.comune.senalesanfelice.bz.it/system/web/default.aspx?sprache=3,1231.0,Trentino-Alto Adige
San Teodoro,ME,http://www.comune.santeodoro.me.it/comunesteodoro.html,1360.0,Sicilia
Gagliato,CZ,http://www.comune.gagliato.cz.it,462.0,Calabria
Mangone,CS,http://www.comune.mangone.cs.it,1890.0,Calabria
Feroleto Antico,CZ,http://www.comune.feroletoantico.cz.it,2093.0,Calabria
Mandatoriccio,CS,http://www.comune.mandatoriccio.cs.it/,2765.0,Calabria
Camporeale,PA,http://www.comune.camporeale.pa.it,3238.0,Sicilia
San Filippo del Mela,ME,http://www.comune.sanfilippodelmela.me.it,7006.0,Sicilia
Falconara Albanese,CS,http://www.falconaraalbanese.net,1456.0,Calabria
Laino Borgo,CS,http://www.comune.lainoborgo.cs.it/,1879.0,Calabria
Cornale e Bastida,PV,http://www.comune.cornalebastida.pv.it/,869.0,Lombardia
Colverde,CO,http://www.comune.colverde.co.it,5381.0,Lombardia
Borgo Virgilio,MN,http://www.borgovirgilio.gov.it/,14697.0,Lombardia
Brenna,CO,http://www.comune.brenna.co.it/,2151.0,Lombardia
Bulgarograsso,CO,http://www.comune.bulgarograsso.co.it/,4054.0,Lombardia
Canzo,CO,http://www.comune.canzo.co.it,5081.0,Lombardia
Cermenate,CO,http://www.comune.cermenate.co.it,9187.0,Lombardia
Anfo,BS,http://www.comune.anfo.bs.it,491.0,Lombardia
Bezzecca,,,591.0,provincia autonoma di Trento
Trofarello,TO,http://www.comune.trofarello.to.it,10901.0,Piemonte
Baldissero Canavese,TO,http://www.comune.baldisserocanavese.to.it,535.0,Piemonte
Cazzago San Martino,BS,http://www.comune.cazzago.bs.it,10933.0,Lombardia
Castrezzato,BS,http://www.comunecastrezzato.it,7196.0,Lombardia
Palazzo Adriano,PA,http://www.comune.palazzoadriano.pa.it,2072.0,Sicilia
Campofiorito,PA,http://www.comune.campofiorito.pa.it,1261.0,Sicilia
Ciminna,PA,http://www.comune.ciminna.pa.it/,3697.0,Sicilia
Tesimo,BZ,http://www.comune.tesimo.bz.it,1979.0,Trentino-Alto Adige
Tubre,BZ,http://www.comune.tubre.bz.it,981.0,Trentino-Alto Adige
Monno,BS,http://www.comune.monno.bs.it/,540.0,Lombardia
Manerba del Garda,BS,http://www.comune.manerbadelgarda.bs.it/,5357.0,Lombardia
Roure,TO,http://www.comune.roure.to.it/,832.0,Piemonte
Ascea,SA,http://www.comune.ascea.sa.it/,5855.0,Campania
Atrani,SA,http://www.comune.atrani.sa.it,869.0,Campania
Breguzzo,TN,http://www.comune.breguzzo.tn.it,,Trentino-Alto Adige
Quero Vas,BL,http://www.comune.querovas.bl.it/,3166.0,Veneto
Simeri Crichi,CZ,http://www.comune.simericrichi.cz.it,4710.0,Calabria
Torre di Ruggiero,CZ,http://www.comunetorrediruggiero.it,995.0,Calabria
Belvedere Marittimo,CS,http://www.comune.belvedere-marittimo.cs.it,9239.0,Calabria
Montagnareale,ME,http://web.tiscali.it/comunemontagnareale/,1551.0,Sicilia
Lavarone,TN,http://www.comune.lavarone.tn.it,1157.0,Trentino-Alto Adige
Bocchigliero,CS,http://www.comune.bocchigliero.cs.it,1250.0,Calabria
Vicchio,FI,http://www.comune.vicchio.fi.it,8183.0,Toscana
Caravino,TO,http://www.comune.caravino.to.it,906.0,Piemonte
Busalla,GE,http://www.comune.busalla.ge.it,5545.0,Liguria
Pontedera,PI,http://www.comune.pontedera.pi.it/,29168.0,Toscana
Pratovecchio Stia,AR,http://www.comune.stia.ar.it/,5697.0,Toscana
Rufina,FI,http://www.comune.rufina.fi.it/,7266.0,Toscana
Avellino,AV,http://www.comune.avellino.it,53908.0,Campania
Borgetto,PA,http://www.comune.borgetto.pa.it,7374.0,Sicilia
Termini Imerese,PA,http://www.comuneterminiimerese.pa.it/,26029.0,Sicilia
Bisacquino,PA,http://www.comune.bisacquino.pa.it/,4477.0,Sicilia
Saponara,ME,http://www.comune.saponara.me.it,3925.0,Sicilia
Gualtieri Sicaminò,ME,http://www.comune.gualtieri.me.it,1741.0,Sicilia
Polizzi Generosa,PA,http://www.comune.polizzi.pa.it,3241.0,Sicilia
Caselle Torinese,TO,http://www.comune.caselle-torinese.to.it,13958.0,Piemonte
Galati Mamertino,ME,http://www.galatimamertino.com/,2516.0,Sicilia
Gottolengo,BS,http://www.gottolengo.com,5184.0,Lombardia
Nave,BS,http://www.comune.nave.bs.it/,10843.0,Lombardia
Montichiari,BS,http://www.comune.montichiari.bs.it,25714.0,Lombardia
Lodrino,BS,http://www.comune.lodrino.bs.it/,1669.0,Lombardia
Colonno,CO,http://www.comune.colonno.co.it/,508.0,Lombardia
Corrido,CO,http://www.comune.corrido.co.it,828.0,Lombardia
Montelepre,PA,http://www.montelepre.gov.it/,6142.0,Sicilia
città metropolitana di Milano,MI,http://www.cittametropolitana.mi.it/,3202397.0,Italia
città metropolitana di Catania,CT,http://www.cittametropolitana.ct.it,,Italia
città metropolitana di Venezia,VE,http://www.veneziacittametropolitana.it/index.php,857841.0,Italia
Cirié,TO,https://www.cirie.net/,18639.0,Piemonte
Crespina Lorenzana,PI,http://www.comune.crespinalorenzana.pi.it/,5420.0,Toscana
Casciana Terme Lari,PI,http://www.comune.cascianatermelari.pi.it/,12444.0,Toscana
Ponte dell'Olio,PC,http://www.comune.pontedellolio.pc.it,4691.0,Emilia-Romagna
Santeramo in Colle,BA,http://www.comune.santeramo.ba.it/,26592.0,Puglia
Sammichele di Bari,BA,http://www.comune.sammicheledibari.ba.it,6454.0,Puglia
Busano,TO,http://www.comune.busano.to.it/,1637.0,Piemonte
Leivi,GE,http://www.comune.leivi.ge.it,2443.0,Liguria
Sillano Giuncugnano,LU,http://www.comune.sillanogiuncugnano.lu.it/,1064.0,Toscana
Calci,PI,http://www.comune.calci.pi.it,6418.0,Toscana
Calcinaia,PI,http://www.comune.calcinaia.pi.it/,12582.0,Toscana
Rodì Milici,ME,http://comune.rodimilici.me.it,2048.0,Sicilia
Gualdo,MC,http://www.comune.gualdo.mc.it/,786.0,Marche
Loro Piceno,MC,http://www.comune.loropiceno.mc.it,2357.0,Marche
Buonabitacolo,SA,http://www.comune.buonabitacolo.sa.it/,2554.0,Campania
Caggiano,SA,http://www.comune.caggiano.sa.it,2676.0,Campania
Prizzi,PA,http://www.comune.prizzi.pa.it,4716.0,Sicilia
Silvi,TE,,,provincia di Teramo
Brosso,TO,http://www.comune.brosso.to.it/Default.cfm,401.0,Piemonte
Malpotremo,CN,,,provincia di Cuneo
Pietramontecorvino,FG,http://www.pietramontecorvino.net,2671.0,Puglia
Sermide e Felonica,MN,http://www.comune.sermide.mn.it/,7338.0,Lombardia
Deggiano,,,,provincia autonoma di Trento
Almazzago,,,331.0,provincia autonoma di Trento
Miola,TN,,,provincia autonoma di Trento
Breguzzo,TN,http://www.comune.breguzzo.tn.it,,provincia autonoma di Trento
Meano,,,,provincia autonoma di Trento
Termenago,,,,provincia autonoma di Trento
Viarago,,,,provincia autonoma di Trento
Feletto,TO,http://www.comune.feletto.to.it,2298.0,Piemonte
Pisa,PI,http://www.comune.pisa.it,90118.0,Toscana
Alpignano,TO,http://www.comune.alpignano.to.it/,16811.0,Piemonte
Cellio con Breia,VC,http://www.comune.cellioconbreia.vc.it/,972.0,Piemonte
Raspano,UD,,,provincia di Udine
San Lorenzo di Sebato,BZ,http://www.comune.sanlorenzoinbanale.tn.it,3889.0,Trentino-Alto Adige
Santa Cristina Valgardena,BZ,http://www.comune.santacristina.bz.it/,1956.0,Trentino-Alto Adige
Santa Margherita,,,,provincia di Pavia
San Ponzo Semola,,,,provincia di Pavia
Torradello,,,,provincia di Pavia
Silandro,BZ,http://www.comune.silandro.bz.it,6181.0,Trentino-Alto Adige
Valdaora,BZ,http://www.comune.valdaora.bz.it/system/web/default.aspx?sprache=3,3174.0,Trentino-Alto Adige
Altopiano della Vigolana,TN,http://www.comunealtopianodellavigolana.tn.it,5015.0,Trentino-Alto Adige
Ciconio,TO,http://www.comune.ciconio.to.it/,387.0,Piemonte
Bussoleno,TO,http://www.comune.bussoleno.to.it,5824.0,Piemonte
Garzigliana,TO,http://www.comune.garzigliana.to.it/,552.0,Piemonte
Lauriano,TO,http://www.comune.lauriano.to.it,1452.0,Piemonte
Frassinetto,TO,http://www.comune.frassinetto.to.it,277.0,Piemonte
Ravenna,RA,http://www.comune.ravenna.it,159115.0,Emilia-Romagna
Cosio di Arroscia,IM,http://www.comunecosiodiarroscia.info/,204.0,Liguria
Cles,TN,http://www.comune.cles.tn.it,7009.0,Trentino-Alto Adige
Condrò,ME,http://www.comune.condro.me.it/,481.0,Sicilia
San Giacomo,,,79.0,provincia autonoma di Trento
Vigalzano,,,,provincia autonoma di Trento
Ronco Scrivia,GE,http://www.comune.roncocanavese.to.it,4365.0,Liguria
Abetone Cutigliano,PT,http://www.comune.abetonecutigliano.pt.it/,2101.0,Toscana
Laterina Pergine Valdarno,AR,http://comune.laterina.ar.it,,Toscana
Tires,BZ,http://www.comune.tires.bz.it,987.0,Trentino-Alto Adige
Bobbio Pellice,TO,http://www.comune.bobbiopellice.to.it,546.0,Piemonte
Cella,,,,provincia di Pavia
Buttirago,,,,provincia di Pavia
Pietragavina,,,,provincia di Pavia
Calavino,TN,http://www.comune.madruzzo.tn.it/,,provincia autonoma di Trento
Azeglio,TO,http://www.comune.azeglio.to.it,1244.0,Piemonte
Colleretto Giacosa,TO,http://www.comune.collerettogiacosa.to.it,579.0,Piemonte
La Cassa,TO,http://www.comunelacassa.it/,1825.0,Piemonte
Bracigliano,SA,http://www.comune.bracigliano.sa.it/,5524.0,Campania
Buccino,SA,http://www.comune.buccino.sa.it/,4889.0,Campania
Capaccio Paestum,SA,https://www.comune.capaccio.sa.it/,22802.0,Campania
Calavino,TN,http://www.comune.madruzzo.tn.it/,,Trentino-Alto Adige
Aurigo,IM,http://www.comune.aurigo.im.it,337.0,Liguria
Riccò del Golfo di Spezia,SP,http://www.comune.riccodelgolfo.sp.it/,3672.0,Liguria
Garlenda,SV,http://www.comune.garlenda.sv.it,1263.0,Liguria
Framura,SP,http://www.comune.framura.sp.it/,653.0,Liguria
Vado Ligure,SV,http://www.comune.vado-ligure.sv.it,8369.0,Liguria
Balestrino,SV,http://www.comune.balestrino.sv.it,553.0,Liguria
Mele,GE,http://www.comune.mele.ge.it/,2708.0,Liguria
Cantalupa,TO,http://www.comune.cantalupa.to.it/,2590.0,Piemonte
Salle,PE,http://www.comune.salle.pe.it,291.0,Abruzzo
Osiglia,SV,http://www.comune.osiglia.sv.it,464.0,Liguria
Plodio,SV,http://www.comune.plodio.sv.it,635.0,Liguria
Corigliano-Rossano,,http://www.comune.corigliano-rossano.cs.it,75126.0,Calabria
Lizzano,TA,http://www.amicideimusei.org,9990.0,Puglia
San Donaci,BR,http://www.comune.sandonaci.br.it/,6569.0,Puglia
Torre Santa Susanna,BR,http://www.comune.torresantasusanna.br.it/servizi/notizie/notizie_homepage.aspx,10510.0,Puglia
Capizzi,ME,http://www.comune.capizzi.me.it,3100.0,Sicilia
Letojanni,ME,http://www.comuneletojanni.gov.it/,2831.0,Sicilia
Capri Leone,ME,http://comune.caprileone.me.it,4438.0,Sicilia
Spadafora,ME,http://www.comune.spadafora.me.it,4983.0,Sicilia
Montecassiano,MC,http://www.comune.montecassiano.mc.it,7080.0,Marche
Monte Cavallo,MC,http://www.comune.montecavallo.mc.it/,129.0,Marche
Marradi,FI,http://www.comune.marradi.fi.it/,3062.0,Toscana
Fiesole,FI,http://www.comune.fiesole.fi.it/,14150.0,Toscana
Naso,ME,http://www.comune.naso.me.it,3757.0,Sicilia
Pertusio,TO,http://www.comune.pertusio.to.it/,763.0,Piemonte
Montanaro,TO,http://www.comune.montanaro.to.it,5191.0,Piemonte
Casalborgone,TO,http://www.comune.casalborgone.to.it,1887.0,Piemonte
Cercenasco,TO,http://www.comune.cercenasco.to.it,1803.0,Piemonte
Anzola dell'Emilia,BO,http://www.comune.anzoladellemilia.bo.it/,12310.0,Emilia-Romagna
Locorotondo,BA,http://www.comune.locorotondo.ba.it/,14190.0,Puglia
Petina,SA,http://www.petina.gov.it/portale/home/,1110.0,Campania
Pollica,SA,http://www.comune.pollica.sa.it,2363.0,Campania
Pertosa,SA,http://pertosa.asmenet.it,683.0,Campania
Sassano,SA,http://sassano.asmenet.it,4935.0,Campania
Borgofranco d'Ivrea,TO,http://www.comune.borgofranco.to.it,3596.0,Piemonte
Burolo,TO,http://www.comune.burolo.to.it/,1126.0,Piemonte
Tufara,CB,http://www.comune.tufara.cb.it,887.0,Molise
Cantalupo nel Sannio,IS,http://www.comune.cantalupo.is.it,764.0,Molise
Capolona,AR,http://www.comune.capolona.ar.it,5446.0,Toscana
Monteroni d'Arbia,SI,http://www.comune.monteronidarbia.si.it/,9070.0,Toscana
Montespertoli,FI,http://www.comune.montespertoli.fi.it,13497.0,Toscana
Civitella in Val di Chiana,AR,http://www.comune.civitella-in-val-di-chiana.ar.it/,9035.0,Toscana
Sovicille,SI,http://www.comune.sovicille.siena.it,10057.0,Toscana
Osasco,TO,http://www.comune.osasco.to.it/,1152.0,Piemonte
Inverso Pinasca,TO,http://www.comune.inversopinasca.to.it/,702.0,Piemonte
Meana di Susa,TO,http://www.comune.meanadisusa.to.it/,814.0,Piemonte
Corio,TO,http://www.comune.corio.to.it,3250.0,Piemonte
Pagliara,BN,,,provincia di Benevento
San Giorgio,,,,provincia autonoma di Bolzano
Tricase,LE,http://www.comune.tricase.le.it/,17525.0,Puglia
Surbo,LE,http://www.comune.surbo.le.it/,15115.0,Puglia
Massa,MS,http://www.comune.massa.ms.it,69037.0,Toscana
San Severino Marche,MC,http://www.comune.sanseverinomarche.mc.it,12456.0,Marche
Scapoli,IS,http://www.comune.scapoli.is.it/,649.0,Molise
Salcito,CB,http://www.comunedisalcito.it/,666.0,Molise
Carapelle,FG,http://www.comune.carapelle.fg.it/,6692.0,Puglia
Ordona,FG,http://www.comune.ordona.fg.it,2843.0,Puglia
Monteroni di Lecce,LE,http://www.comune.monteroni.le.it,13923.0,Puglia
Martignano,LE,http://www.comune.martignano.le.it/,1665.0,Puglia
Sannicola,LE,http://www.comune.sannicola.le.it/,5864.0,Puglia
Salve,LE,http://www.comune.salve.le.it,4561.0,Puglia
Santa Maria Rezzonico,,,1088.0,provincia di Como
Fontanamare,SU,,,provincia di Carbonia-Iglesias
Gagliano del Capo,LE,http://www.comune.gaglianodelcapo.le.it/,5098.0,Puglia
Maglie,LE,http://www.comune.maglie.le.it/,14196.0,Puglia
Imperia,IM,http://www.comune.imperia.it/,42602.0,Liguria
Porto Cesareo,LE,http://www.comune.portocesareo.le.it/,6272.0,Puglia
Salice Salentino,LE,http://www.comune.salicesalentino.le.it,8253.0,Puglia
Fontanamare,SU,,,provincia di Cagliari
Pieve di Teco,IM,http://www.comune.pievediteco.im.it,1339.0,Liguria
Lemie,TO,http://www.comune.lemie.to.it,189.0,Piemonte
Magliano Vetere,SA,http://maglianovetere.asmenet.it/,673.0,Campania
Eboli,SA,http://www.comune.eboli.sa.it,40058.0,Campania
Cuorgnè,TO,http://www.comune.cuorgne.to.it,9728.0,Piemonte
Montalto Ligure,IM,,386.0,provincia di Imperia
Branduzzo,,,,provincia di Pavia
Cairo Lomellino,,,,provincia di Pavia
Cassine Sirigari,,,,provincia di Pavia
Cassine Tolentine,,,,provincia di Pavia
Mezzano Parpanese,,,,provincia di Pavia
Monte Bolognola,,,,provincia di Pavia
Calderara di Reno,BO,http://www.comune.calderaradireno.bo.it,13224.0,Emilia-Romagna
Ozegna,TO,http://www.comune.ozegna.to.it,1225.0,Piemonte
Palazzo Canavese,TO,http://www.comune.palazzocanavese.to.it/,842.0,Piemonte
Ferla,SR,http://www.comune.ferla.sr.it/,2447.0,Sicilia
Rezzo,IM,http://www.comune.rezzo.im.it,339.0,Liguria
Rocchetta Nervina,IM,http://www.comune.rocchettaligure.al.it,299.0,Liguria
Lombardore,TO,http://www.comune.lombardore.to.it/,1724.0,Piemonte
Pino Torinese,TO,http://www.comune.pinotorinese.to.it/,8365.0,Piemonte
San Pietro al Tanagro,SA,http://www.comune.santomenna.sa.it/,1707.0,Campania
Santomenna,SA,http://www.comune.santomenna.sa.it,441.0,Campania
Chiomonte,TO,http://www.comune.chiomonte.to.it/,887.0,Piemonte
Pecetto Torinese,TO,http://www.comune.pecettodivalenza.al.it,4071.0,Piemonte
Fenestrelle,TO,http://www.comune.fenestrelle.to.it,521.0,Piemonte
Grugliasco,TO,http://www.comune.grugliasco.to.it,37592.0,Piemonte
Gravere,TO,http://www.comune.gravere.to.it,676.0,Piemonte
Macello,TO,http://www.comune.macello.to.it/,1175.0,Piemonte
Bressa,,,,provincia di Udine
Fontanamare,SU,,,provincia del Sud Sardegna
Casinalbo,MO,,,provincia di Modena
Sale,AL,http://www.comune.sale.al.it/,4081.0,Piemonte
Solero,AL,http://www.comune.solero.al.it,1676.0,Piemonte
Canal San Bovo,TN,http://www.canalsanbovo.net/,1499.0,Trentino-Alto Adige
Camugnano,BO,http://www.comune.camugnano.bo.it/,1839.0,Emilia-Romagna
Marano,,,,provincia autonoma di Trento
Samoclevo,,,246.0,provincia autonoma di Trento
Carciato,,,,provincia autonoma di Trento
Malgolo,,,,provincia autonoma di Trento
Biacesa,,,,provincia autonoma di Trento
Lenzumo,,,,provincia autonoma di Trento
Fallo,CH,http://www.comune.fallo.ch.it/,138.0,Abruzzo
Roio del Sangro,CH,http://www.roiodelsangro.com/,101.0,Abruzzo
Carano,TN,http://www.comune.carano.tn.it,1090.0,provincia autonoma di Trento
Alzano Lombardo,BG,http://www.comune.alzano.bg.it/,13637.0,Lombardia
Pianezza,TO,http://www.comune.pianezza.to.it,15309.0,Piemonte
Parabita,LE,http://www.comune.parabita.le.it,9047.0,Puglia
Novoli,LE,http://www.comune.novoli.le.it/,8024.0,Puglia
San Martino in Badia,BZ,https://www.comune.sanmartinoinbadia.bz.it,1744.0,Trentino-Alto Adige
Pelago,FI,http://www.comune.pelago.fi.it/,7751.0,Toscana
Tempio Pausania,SS,http://www.comune.tempiopausania.ot.it,14052.0,Sardegna
Voghiera,FE,http://www.comune.voghiera.fe.it,3694.0,Emilia-Romagna
Rocca Grimalda,AL,http://www.comuneroccagrimalda.it,1503.0,Piemonte
Rosignano Monferrato,AL,http://www.comune.rosignanomonferrato.al.it,1535.0,Piemonte
None,TO,http://www.comune.none.to.it,8015.0,Piemonte
Guardea,TR,http://www.comunediguardea.it/,1803.0,Umbria
San Gemini,TR,http://www.comune.sangemini.tr.it/,4985.0,Umbria
Casaletto Spartano,SA,http://www.comune.casalettospartano.sa.it,1376.0,Campania
Castelcivita,SA,http://www.comune.castelcivita.sa.it,1653.0,Campania
Torre Annunziata,NA,http://www.comune.torreannunziata.na.it,42406.0,Campania
Bibiana,TO,http://www.comunebibiana.it,3476.0,Piemonte
Castel Guelfo di Bologna,BO,http://www.comune.castelguelfo.bo.it/,4506.0,Emilia-Romagna
Fornelli,IS,http://www.comune.fornelli.is.it/,1929.0,Molise
Miranda,IS,http://www.comune.miranda.is.it/,1022.0,Molise
Azzano Decimo,PN,http://www.comune.azzanodecimo.pn.it,15744.0,Friuli-Venezia Giulia
Arba,PN,http://www.comunearba.it/,1278.0,Friuli-Venezia Giulia
Canelli,AT,http://www.comune.canelli.at.it/,10430.0,Piemonte
Antignano,AT,http://www.comune.antignano.at.it,971.0,Piemonte
Germagnano,TO,http://www.comune.germagnano.to.it,1193.0,Piemonte
Gorgoglione,MT,http://www.comune.gorgoglione.mt.it/,960.0,Basilicata
Montalbano Jonico,MT,http://www.comune.montalbano.mt.it,7208.0,Basilicata
Ponti,AL,https://www.comune.ponti.al.it,591.0,Piemonte
Pasturana,AL,http://www.comune.pasturana.al.it,1302.0,Piemonte
Massimeno,TN,http://www.comune.massimeno.tn.it/,134.0,Trentino-Alto Adige
Vignola-Falesina,TN,http://www.comune.vignola-falesina.tn.it/Comune/Municipio,160.0,Trentino-Alto Adige
Teramo,TE,http://www.comune.teramo.it,54338.0,Abruzzo
Argelato,BO,http://www.comune.argelato.bo.it,9865.0,Emilia-Romagna
Comano,MS,http://www.comune.comano.ms.it,715.0,Toscana
Roccadaspide,SA,http://www.comune.roccadaspide.sa.it/,7116.0,Campania
Rofrano,SA,http://rofrano.asmenet.it,1509.0,Campania
Chieri,TO,http://www.comune.chieri.to.it,36958.0,Piemonte
