city,province,site,population,region
Casalmoro,MN,http://www.comune.casalmoro.mn.it,2240.0,Lombardia
Lierna,LC,http://www.comune.lierna.lc.it,2122.0,Lombardia
Gaggiano,MI,http://www.comune.gaggiano.mi.it,9146.0,Lombardia
Rocca Pietore,BL,http://www.comune.roccapietore.bl.it/,1203.0,Veneto
Santa Giustina,BL,http://www.comune.santagiustina.bl.it,6780.0,Veneto
Taibon Agordino,BL,http://www.comune.taibonagordino.bl.it,1749.0,Veneto
Cona,VE,http://www.comune.cona.ve.it/,2939.0,Veneto
Arsiè,BL,http://www.arsie.com/,2275.0,Veneto
Vernate,MI,http://www.comune.vernate.mi.it,3342.0,Lombardia
Buccinasco,MI,http://www.comune.buccinasco.mi.it/,27171.0,Lombardia
Vittuone,MI,http://www.comune.vittuone.mi.it/,9152.0,Lombardia
Gallicano,LU,http://www.comune.gallicano.lu.it/,3733.0,Toscana
Minucciano,LU,http://www.comunediminucciano.it/,2024.0,Toscana
Perego,LC,http://www.comune.perego.lc.it/,1818.0,Lombardia
Sant'Anatolia di Narco,PG,http://www.comune.santafiora.gr.it,557.0,Umbria
Scheggia e Pascelupo,PG,http://www.comunescheggiaepascelupo.it,1349.0,Umbria
Tremenico,LC,,146.0,provincia di Lecco
Taurasi,AV,http://www.taurasi.eu,2316.0,Campania
Tufo,AV,http://www.comunetufo.it,854.0,Campania
Ustica,PA,http://www.comune.ustica.pa.it,1307.0,Sicilia
Valentano,VT,http://www.comune.valentano.vt.it/,2879.0,Lazio
Valmala,CN,http://www.comune.valmala.cn.it,49.0,provincia di Cuneo
Cagli,PU,http://www.comune.cagli.ps.it/,8546.0,Marche
Borgo Pace,PU,http://www.comune.borgo-pace.pu.it/,613.0,Marche
Sant'Ippolito,PU,http://www.comune.santippolito.pu.it,1519.0,Marche
Orciano di Pesaro,PU,http://www.comune.orciano.pu.it,2006.0,Marche
San Giorgio di Pesaro,PU,http://www.comune.san-giorgio.pu.it/,1360.0,Marche
Cadorago,CO,http://www.comune.cadorago.co.it,7979.0,Lombardia
Bleggio Superiore,TN,http://www.comune.bleggiosuperiore.tn.it,1573.0,Trentino-Alto Adige
Perego,LC,http://www.comune.perego.lc.it/,1818.0,provincia di Lecco
Selci,RI,http://selci.comunelazio.net/,1099.0,Lazio
Toffia,RI,http://www.comune.toffia.ri.it/,1053.0,Lazio
Ospedaletto Lodigiano,LO,http://www.comune.ospedalettolodigiano.lo.it/,1989.0,Lombardia
Ossago Lodigiano,LO,http://www.comune.ossagolodigiano.lo.it,1416.0,Lombardia
Casalmaggiore,CR,http://www.comune.casalmaggiore.cr.it,15425.0,Lombardia
Tarquinia,VT,http://www.tarquinia.net/,16269.0,Lazio
Proceno,VT,http://www.comune.proceno.vt.it/,602.0,Lazio
Castel Madama,ROMA,http://www.comunedicastelmadama.it,7328.0,Lazio
Amatrice,RI,http://www.comune.amatrice.rieti.it,2500.0,Lazio
Vacone,RI,http://www.comune.vacone.ri.it/,240.0,Lazio
Varco Sabino,RI,http://www.comune.varcosabino.ri.it/,172.0,Lazio
Camporgiano,LU,http://comune.camporgiano.lu.it/,2137.0,Toscana
Castiglione di Garfagnana,LU,http://www.comunecastiglionetinella.it,1783.0,Toscana
Trontano,VB,http://www.comune.trontano.vb.it,1652.0,Piemonte
Re,VB,http://www.comune.re.vb.it,759.0,Piemonte
Motteggiana,MN,http://www.comune.motteggiana.mn.it/,2597.0,Lombardia
Vanzago,MI,http://www.comune.vanzago.mi.it,9224.0,Lombardia
Olgiate Molgora,LC,http://www.comune.olgiatemolgora.lc.it,6461.0,Lombardia
Foglianise,BN,http://www.comune.foglianise.bn.it/,3289.0,Campania
Forchia,BN,http://www.comune.forchia.bn.it,1221.0,Campania
Civitella del Tronto,TE,http://www.comune.civitelladeltronto.te.it/,4918.0,Abruzzo
Colonnella,TE,http://www.colonnella.gov.it,3744.0,Abruzzo
Tuenno,TN,http://www.comune.tuenno.tn.it,,Trentino-Alto Adige
Perlo,CN,http://www.perlo.it/,113.0,Piemonte
Pietraporzio,CN,http://www.comune.pietraporzio.cn.it/,79.0,Piemonte
Valli del Pasubio,VI,http://www.comune.vallidelpasubio.vi.it,3169.0,Veneto
Brentino Belluno,VR,http://www.comune.brentino.vr.it/,1378.0,Veneto
Suello,LC,http://www.comune.suello.lc.it/,1766.0,Lombardia
Soresina,CR,http://www.comune.soresina.cr.it/,8915.0,Lombardia
Cesate,MI,http://www.comune.cesate.mi.it,14377.0,Lombardia
Melito Irpino,AV,http://www.comunemelitoirpino.gov.it/,1927.0,Campania
Mercogliano,AV,http://www.comunemercogliano.it,12369.0,Campania
Borgo Ticino,NO,http://www.comuneborgoticino.it/,5089.0,Piemonte
Gargallo,NO,http://www.comune.gargallo.no.it,1832.0,Piemonte
Casalbeltrame,NO,http://www.comune.casalbeltrame.no.it/,959.0,Piemonte
Viganella,VB,http://www.comune.borgomezzavalle.vb.it/,204.0,Piemonte
Viganella,VB,http://www.comune.viganella.vb.it/,204.0,Piemonte
Villette,VB,http://www.comune.villette.vb.it/,274.0,Piemonte
Rocca di Cave,RM,http://www.roccadicave.rm.gov.it/,371.0,Lazio
Gallicano nel Lazio,RM,http://www.gallicanonellazio.rm.gov.it,6343.0,Lazio
Fonte Nuova,RM,https://www.fontenuova.gov.it/,33193.0,Lazio
Monte Compatri,ROMA,http://www.comune.montecompatri.rm.gov.it/,12134.0,Lazio
Montecrestese,VB,http://www.comune.montecrestese.vb.it/,1255.0,Piemonte
Miazzina,VB,http://www.comune.miazzina.vb.it,370.0,Piemonte
Sacrofano,RM,https://www.comunedisacrofano.it/,7799.0,Lazio
Opi,AQ,http://www.comune.opi.aq.it,406.0,Abruzzo
Oricola,AQ,http://www.comune.oricola.aq.it/,1251.0,Abruzzo
Pescocostanzo,AQ,http://www.comune.pescocostanzo.aq.it/,1090.0,Abruzzo
Prata d'Ansidonia,AQ,http://www.comune.pratadansidonia.aq.it,486.0,Abruzzo
Paciano,PG,http://www.comune.paciano.pg.it/,986.0,Umbria
Torgiano,PG,http://www.comune.torgiano.pg.it,6662.0,Umbria
Storo,TN,http://www.comune.storo.tn.it,4596.0,Trentino-Alto Adige
Orciano di Pesaro,PU,http://www.comune.orciano.pu.it,2006.0,provincia di Pesaro e Urbino
San Giorgio di Pesaro,PU,http://www.comune.san-giorgio.pu.it/,1360.0,provincia di Pesaro e Urbino
Pettenasco,NO,http://www.comune.pettenasco.no.it,1380.0,Piemonte
Prato Sesia,NO,http://www.comune.prato-carnico.ud.it,1887.0,Piemonte
Villanova Solaro,CN,http://www.comune.villanova.at.it,760.0,Piemonte
Nusco,AV,http://www.comune.nusco.gov.it/,4153.0,Campania
Pago del Vallo di Lauro,AV,http://www.comune.pagodelvallodilauro.av.it,1798.0,Campania
Dugenta,BN,http://www.comune.dugenta.bn.it,2929.0,Campania
Villanova del Battista,AV,http://www.comune.villanovadelbattista.av.it,1619.0,Campania
Roccagiovine,RM,http://www.comunediroccagiovine.it/,260.0,Lazio
Pratola Peligna,AQ,http://www.comune.pratolapeligna.aq.it,7528.0,Abruzzo
Rocca di Botte,AQ,http://www.comune.roccadibotte.aq.it/,842.0,Abruzzo
Pozzilli,IS,http://www.comune.pozzilli.is.it,2337.0,Molise
Castel Gandolfo,RM,http://www.comune.castelgandolfo.rm.it,8922.0,Lazio
Subiaco,RM,http://www.comune.subiaco.rm.it,8916.0,Lazio
Pila,VC,http://www.comune.pila.vc.it/,141.0,Piemonte
Collepietro,AQ,http://www.comune.collepietro.aq.it/hh/index.php,229.0,Abruzzo
Colledimacine,CH,http://www.comune.colledimacine.ch.it/,188.0,Abruzzo
Fossacesia,CH,http://www.comune.fossacesia.ch.it/,6358.0,Abruzzo
Carlazzo,CO,http://www.comune.carlazzo.co.it,3162.0,Lombardia
Cavargna,CO,http://www.comune.cavargna.co.it,212.0,Lombardia
Anticoli Corrado,ROMA,http://www.comune.anticolicorrado.rm.it,896.0,Lazio
Tuenno,TN,http://www.comune.tuenno.tn.it,,provincia autonoma di Trento
Gurro,VB,http://www.comune.gurro.vb.it,218.0,Piemonte
Malesco,VB,http://www.malesco.net/,1416.0,Piemonte
Fraine,CH,http://www.concentric.net/~Stamboni/fraine.shtml,318.0,Abruzzo
Frisa,CH,http://www.comune.frisa.ch.it/,1737.0,Abruzzo
Terranova dei Passerini,LO,http://www.comune.terranovadeipasserini.lo.it/,918.0,Lombardia
Ciampino,ROMA,http://www.comune.ciampino.roma.it,38645.0,Lazio
Rassa,VC,http://www.rassavalsesia.com,66.0,Piemonte
Ronsecco,VC,http://www.comune.ronsecco.vc.it/,560.0,Piemonte
Torri in Sabina,RI,http://www.comune.torriinsabina.ri.it/,1240.0,Lazio
Torricella in Sabina,RI,http://www.comune.torricellainsabina.ri.it/,1367.0,Lazio
Bosentino,TN,,,Trentino-Alto Adige
Pietradefusi,AV,http://www.comune.pietradefusi.av.it,2320.0,Campania
Carunchio,CH,http://www.carunchio.net/,640.0,Abruzzo
Castel Frentano,CH,http://www.comunedicastelfrentano.it/,4385.0,Abruzzo
Martinsicuro,TE,http://www.martinsicuro.gov.it,15992.0,Abruzzo
Montefino,TE,http://www.comune.montefino.te.gov.it/,1018.0,Abruzzo
Riano,ROMA,http://www.comune.riano.rm.it/,10649.0,Lazio
Opera,MI,http://www.comune.opera.mi.it,13858.0,Lombardia
Baselga di Piné,TN,http://www.comune.baselgadipine.tn.it/,5075.0,Trentino-Alto Adige
Caresana,VC,http://www.comune.caresana.vc.it/,1065.0,Piemonte
Formigliana,VC,http://www.comune.formigliana.vc.it/,501.0,Piemonte
Viganella,VB,http://www.comune.borgomezzavalle.vb.it/,204.0,provincia del Verbano-Cusio-Ossola
Viganella,VB,http://www.comune.viganella.vb.it/,204.0,provincia del Verbano-Cusio-Ossola
Ortona,CH,http://www.comune.ortona.chieti.it,23111.0,Abruzzo
Stanghella,PD,http://www.comune.stanghella.pd.it,4156.0,Veneto
Candiana,PD,http://www.comune.candiana.pd.it,2313.0,Veneto
Grisignano di Zocco,VI,http://www.comune.grisignano.vi.it/,4293.0,Veneto
Lozzolo,VC,http://www.comune.lozzolo.vc.it/,821.0,Piemonte
Mollia,VC,http://www.comune.mollia.vc.it/,96.0,Piemonte
Valstrona,VB,http://www.comune.valstrona.vb.it,1234.0,Piemonte
Cagnò,TN,http://www.comune.cagno.tn.it,330.0,provincia autonoma di Trento
Palena,CH,http://www.comunedipalena.it/,1332.0,Abruzzo
Palmoli,CH,http://www.comunepalmoli.it/index.htm,922.0,Abruzzo
Bosentino,TN,,,provincia autonoma di Trento
Ischitella,FG,http://www.comune.ischitella.fg.it,4411.0,Puglia
Mattinata,FG,http://www.comune.mattinata.fg.it/,6261.0,Puglia
Concamarise,VR,http://www.comune.concamarise.vr.it,1079.0,Veneto
Crespadoro,VI,http://www.comune.crespadoro.vi.it/,1322.0,Veneto
Turania,RI,http://www.halleyegov.it/c057071/hh/index.php?jvs=0&acc=1,238.0,Lazio
Marcetelli,RI,https://www.marcetelli.gov.it/,76.0,Lazio
Settimo Milanese,MI,http://www.comune.settimomilanese.mi.it,20060.0,Lombardia
Vignate,MI,http://www.comune.vignate.mi.it/,9269.0,Lombardia
Secugnago,LO,http://www.comune.secugnago.lo.it,1970.0,Lombardia
Sordio,LO,http://www.comune.sordio.lo.it/,3415.0,Lombardia
Vendrogno,LC,http://www.comune.vendrogno.lc.it,298.0,Lombardia
Senago,MI,http://www.comune.senago.mi.it/,21500.0,Lombardia
Cinisello Balsamo,MI,http://www.comune.cinisello-balsamo.mi.it/,75723.0,Lombardia
Rutigliano,BA,http://www.comune.rutigliano.ba.it,18591.0,Puglia
Ceglie Messapica,BR,http://www.comune.ceglie-messapica.br.it/,19833.0,Puglia
Capriana,TN,http://www.comunecapriana.com/,589.0,Trentino-Alto Adige
Tonezza del Cimone,VI,http://www.comune.tonezzadelcimone.vi.it,518.0,Veneto
Preganziol,TV,http://www.comune.preganziol.tv.it,16957.0,Veneto
Schiavi di Abruzzo,CH,http://www.comune.schiavidiabruzzo.ch.it/,815.0,Abruzzo
Torricella Peligna,CH,http://www.comunetorricellapeligna.it/,1292.0,Abruzzo
Morro d'Oro,TE,http://www.comune.morrodoro.te.gov.it,3593.0,Abruzzo
Bagnoli di Sopra,PD,http://www.comune.bagnoli.pd.it/,3612.0,Veneto
Urbana,PD,http://www.comune.urbana.pd.it/,2138.0,Veneto
Valmontone,ROMA,http://www.comunevalmontone.it,16073.0,Lazio
San Cesareo,ROMA,http://www.comune.sancesareo.rm.it/hh/index.php,15552.0,Lazio
Gorga,RM,http://www.gorga.rm.gov.it/,712.0,Lazio
Colli a Volturno,IS,http://www.comune.colliavolturno.is.it,1339.0,Molise
Stia,AR,http://www.comune.stia.ar.it,2990.0,provincia di Arezzo
Velo d'Astico,VI,http://www.comune.velodastico.vi.it/,2368.0,Veneto
Mignanego,GE,http://www.comune.mignanego.ge.it,3607.0,Liguria
Breganze,VI,http://www.comune.breganze.vi.it/,8586.0,Veneto
Torrita Tiberina,RM,http://www.comune.torritatiberina.rm.it/,1056.0,Lazio
Frazzanò,ME,http://www.comunefrazzano.it/,680.0,Sicilia
Lampedusa e Linosa,AG,http://www.comune.lampedusaelinosa.ag.it,6565.0,Sicilia
Moneglia,GE,http://www.comune.moneglia.ge.it,2798.0,Liguria
Crispiano,TA,http://www.comune.crispiano.ta.it/,13693.0,Puglia
Rodi Garganico,FG,http://www.comune.rodigarganico.info/,3655.0,Puglia
Martellago,VE,http://www.comune.martellago.ve.it,21502.0,Veneto
Costa di Rovigo,RO,http://www.comune.costadirovigo.ro.it,2556.0,Veneto
Poggio Nativo,RI,http://www.comune.poggionativo.ri.it/,2558.0,Lazio
Solesino,PD,http://www.comunesolesino.it,7025.0,Veneto
Magliano Romano,RM,http://www.comunedimaglianoromano.it/,1397.0,Lazio
Stia,AR,http://www.comune.stia.ar.it,2990.0,Toscana
Cervara di Roma,RM,http://www.comune.cervaradiroma.rm.it/,438.0,Lazio
Collegiove,RI,http://www.comunecollegiove.it/,150.0,Lazio
Casaprota,RI,http://www.comune.casaprota.ri.it/,732.0,Lazio
Montenero Sabino,RI,http://www.comune.montenerosabino.ri.it/,287.0,Lazio
Campomorone,GE,http://www.comune.campomorone.ge.it,6849.0,Liguria
Genzano di Roma,RM,http://www.comune.genzanodiroma.roma.it,23892.0,Lazio
Genzano di Roma,ROMA,http://www.comune.genzanodiroma.roma.it,23892.0,Lazio
Monteleone di Puglia,FG,http://www.comune.monteleonedipuglia.fg.it/hh/index.php,1019.0,Puglia
Rocchetta Sant'Antonio,FG,http://www.comune.rocchettasantantonio.fg.it/,1820.0,Puglia
Brugnato,SP,http://www.comune.brugnato.sp.it,1309.0,Liguria
Follo,SP,http://www.comunefollo.it,6296.0,Liguria
Bussi sul Tirino,PE,http://www.comune.bussisultirino.pe.it/,2447.0,Abruzzo
Carpineto della Nora,PE,http://www.comune.carpinetodellanora.pe.it/,623.0,Abruzzo
Pieve di Soligo,TV,http://www.comune.pievedisoligo.tv.it,12057.0,Veneto
Ponte di Piave,TV,http://www.pontedipiave.com/,8352.0,Veneto
Canosa Sannita,CH,http://www.comunecanosasannita.it/,1345.0,Abruzzo
Rovolon,PD,http://www.comune.rovolon.pd.it/,4950.0,Veneto
Lozzo Atestino,PD,http://www.comune.lozzoatestino.pd.it,3095.0,Veneto
Aquila d'Arroscia,IM,http://aquilacomune.it/,158.0,Liguria
Apricale,IM,http://www.apricale.org,618.0,Liguria
Villaga,VI,http://www.comunevillaga.vi.it/,1905.0,Veneto
Arcugnano,VI,http://www.comune.arcugnano.vi.it,7853.0,Veneto
Casalserugo,PD,https://www.casalserugoedintorni.it/,5360.0,Veneto
Correzzola,PD,http://www.comune.correzzola.pd.it/,5194.0,Veneto
Casalserugo,PD,http://www.comune.casalserugo.pd.it/,5360.0,Veneto
Pacentro,AQ,http://www.comune.pacentro.gov.it/,1140.0,Abruzzo
Pizzoli,AQ,http://www.comune.pizzoli.aq.it/,4611.0,Abruzzo
Cermignano,TE,http://www.comune.cermignano.te.gov.it,1591.0,Abruzzo
Colledara,TE,http://www.cmgransasso.it/colledara/contatti.aspx,2151.0,Abruzzo
Putignano,BA,http://www.comuneputignano.it,26679.0,Puglia
Putignano,BA,https://centrostoricoputignano.it,26679.0,Puglia
Tortoreto,TE,http://www.comune.tortoreto.te.it/,11757.0,Abruzzo
Gavello,RO,http://www.comune.gavello.ro.it/,1538.0,Veneto
Aldeno,TN,http://www.comune.aldeno.tn.it/,3133.0,Trentino-Alto Adige
Cavedago,TN,https://www.comune.cavedago.tn.it/,531.0,Trentino-Alto Adige
Vendrogno,LC,http://www.comune.vendrogno.lc.it,298.0,provincia di Lecco
San Bonifacio,VR,http://www.comune.sanbonifacio.vr.it/,21397.0,Veneto
Eraclea,VE,http://www.comuneeraclea.it,12276.0,Veneto
Gorgo al Monticano,TV,http://www.comune.gorgoalmonticano.tv.it,4142.0,Veneto
Fregona,TV,http://www.prolocofregona.com,2970.0,Veneto
Talla,AR,http://www.comune.talla.ar.it/,1026.0,Toscana
Cerveteri,ROMA,http://www.comune.cerveteri.rm.it/,37977.0,Lazio
Castel San Pietro Romano,ROMA,http://www.castelsanpietroromano.net/,876.0,Lazio
Corbola,RO,http://www.comune.corbola.ro.it/,2372.0,Veneto
Rubano,PD,http://www.rubano.it,16448.0,Veneto
Ceregnano,RO,http://www.comune.ceregnano.ro.it,3552.0,Veneto
Casarano,LE,http://www.comune.casarano.le.it/,20070.0,Puglia
Castrignano del Capo,LE,http://www.comune.castrignanodelcapo.le.it,5193.0,Puglia
Arre,PD,http://www.comune.arre.pd.it/,2143.0,Veneto
Albignasego,PD,http://www.comune.albignasego.pd.it/,26071.0,Veneto
Alzate Brianza,CO,http://www.comune.alzate-brianza.co.it,4985.0,Lombardia
Ormelle,TV,http://www.comuneweb.it/OrmelleHome/,4486.0,Veneto
Trieste,TS,http://www.comune.trieste.it,204338.0,Friuli-Venezia Giulia
Mulazzo,MS,http://www.comunemulazzo.ms.it,2425.0,Toscana
Pincara,RO,http://www.comune.pincara.ro.it/,1152.0,Veneto
Veggiano,PD,http://www.comune.veggiano.pd.it,4765.0,Veneto
Recco,GE,http://www.comune.recco.ge.it,9683.0,Liguria
Tiglieto,GE,http://www.comune.tiglieto.ge.it,538.0,Liguria
Grumo Appula,BA,http://www.comune.grumoappula.ba.it,12710.0,Puglia
Loro Ciuffenna,AR,http://www.comune.loro-ciuffenna.ar.it,5862.0,Toscana
Castel San Niccolò,AR,http://www.comune.castel-san-niccolo.ar.it/,2667.0,Toscana
Morterone,LC,http://www.comune.morterone.lc.it/,35.0,Lombardia
Filacciano,RM,http://www.comune.filacciano.rm.it/,461.0,Lazio
Rocca Priora,RM,http://www.comune.roccapriora.roma.it/,12060.0,Lazio
Andalo,TN,http://www.comune.andalo.tn.it/,1102.0,Trentino-Alto Adige
Chiaramonte Gulfi,RG,http://www.comune.chiaramonte.rg.it,8126.0,Sicilia
Commezzadura,TN,http://www.comune.commezzadura.tn.it,1010.0,Trentino-Alto Adige
Castropignano,CB,http://www.comunecastropignano.cb.it,922.0,Molise
Ferrazzano,CB,http://www.comune.ferrazzano.cb.it/,3316.0,Molise
Corsano,LE,http://www.comune.corsano.le.it/,5432.0,Puglia
Giuggianello,LE,http://www.comune.giuggianello.le.it/,1196.0,Puglia
Cagliari,CA,http://www.comune.cagliari.it/,154106.0,Sardegna
Guglionesi,CB,http://www.comune.guglionesi.cb.it,5246.0,Molise
Larino,CB,http://www.comune.larino.cb.it,6680.0,Molise
Ovindoli,AQ,http://www.comune.ovindoli.aq.it,1203.0,Abruzzo
Blevio,CO,http://www.comune.blevio.co.it/,1182.0,Lombardia
Alliste,LE,http://www.comune.alliste.le.it/,6702.0,Puglia
Carpignano Salentino,LE,http://www.carpignano-salentino.it/,3753.0,Puglia
Eupilio,CO,http://www.comune.eupilio.co.it,2610.0,Lombardia
Porlezza,CO,http://www.comune.porlezza.co.it,4972.0,Lombardia
Lettomanoppello,PE,http://www.comune.lettomanoppello.pe.it/,2887.0,Abruzzo
Castelli,TE,https://www.comune.castelli.te.it/,1098.0,Abruzzo
Rocca Santa Maria,TE,https://www.roccasm.it/,502.0,Abruzzo
Silvi,TE,http://www.comune.silvi.te.it/,15708.0,Abruzzo
Perugia,PG,http://www.comune.perugia.it/,165683.0,Umbria
Stroppiana,VC,http://www.comune.stroppiana.vc.it/,1208.0,Piemonte
Montignoso,MS,http://www.comune.montignoso.ms.it,10311.0,Toscana
Montemignaio,AR,http://www.comune.montemignaio.ar.it,547.0,Toscana
Treviso,TV,https://www.comune.treviso.it/,84954.0,Veneto
Garaguso,MT,http://www.comune.garaguso.mt.it,1038.0,Basilicata
Rotondella,MT,http://www.comune.rotondella.mt.it/,2592.0,Basilicata
Civitella Casanova,PE,http://www.comune.civitellacasanova.pe.it,1759.0,Abruzzo
Piombino Dese,PD,http://www.comune.piombinodese.pd.it,9539.0,Veneto
Cadoneghe,PD,http://www.cadoneghenet.it,16176.0,Veneto
Pianello del Lario,CO,http://www.comunepianellovaltidone.it,1028.0,Lombardia
Olgiate Comasco,CO,http://www.comune.olgiate-comasco.co.it/,11633.0,Lombardia
Fontaniva,PD,http://www.comune.fontaniva.pd.it/,8061.0,Veneto
Polverara,PD,http://www.comune.polverara.pd.it/,3334.0,Veneto
Bonavigo,VR,http://www.comune.bonavigo.vr.it/,2013.0,Veneto
Costermano sul Garda,VR,http://www.comunecostermano.it/,3749.0,Veneto
Belfiore,VR,http://www.comune.belfiore.vr.it/,3153.0,Veneto
Vo',PD,http://www.comune.vo.pd.it,3341.0,Veneto
Villanova Marchesana,RO,http://www.comune.villanovamarchesana.ro.it,919.0,Veneto
Villafranca Padovana,PD,https://www.comune.villafranca.pd.it,10458.0,Veneto
Curtarolo,PD,http://www.curtarolo.info/,7317.0,Veneto
Gissi,CH,http://www.comune.gissi.ch.it,2706.0,Abruzzo
Guilmi,CH,http://www.comunediguilmi.com/,412.0,Abruzzo
Diano Arentino,IM,http://www.comune.dianoarentino.im.it,719.0,Liguria
Cirigliano,MT,http://www.comune.cirigliano.mt.it/,359.0,Basilicata
Aliano,MT,http://www.comune.aliano.mt.it/,967.0,Basilicata
Civitavecchia,ROMA,http://www.comune.civitavecchia.rm.it/,51595.0,Lazio
Verona,VR,http://www.comune.verona.it,257275.0,Veneto
Maruggio,TA,http://www.comune.maruggio.ta.it/,5241.0,Puglia
Pulsano,TA,http://www.comune.pulsano.ta.it/,11504.0,Puglia
Soleto,LE,http://www.comune.soleto.le.it/,5422.0,Puglia
Calascio,AQ,http://www.comune.capitignano.aq.it/,134.0,Abruzzo
Chieuti,FG,http://www.comune.chieuti.fg.it/,1675.0,Puglia
Cellino San Marco,BR,http://www.csm.br.it/,6530.0,Puglia
Faeto,FG,http://www.comune.faeto.fg.it/,628.0,Puglia
Ripalimosani,CB,http://www.comune.ripalimosani.cb.it/,3102.0,Molise
Petacciato,CB,http://www.comune.petacciato.cb.it,3811.0,Molise
Trecchina,PZ,http://www.comune.trecchina.pz.it/,2297.0,Basilicata
Vietri di Potenza,PZ,http://www.comune.vietridipotenza.pz.it/,2787.0,Basilicata
Capitignano,AQ,http://www.comune.capitignano.it,662.0,Abruzzo
Canistro,AQ,http://www.comunecanistro.it,991.0,Abruzzo
Alviano,TR,http://www.comunedialviano.it,1451.0,Umbria
Lurago d'Erba,CO,http://comune.luragoderba.co.it,5383.0,Lombardia
Oria,BR,http://www.comune.oria.br.it,15094.0,Puglia
Casalvecchio di Puglia,FG,http://www.comune.casalvecchiodipuglia.fg.it/,1838.0,Puglia
Gironico,CO,,2219.0,Lombardia
Senna Comasco,CO,http://www.comune.sennacomasco.co.it/,3184.0,Lombardia
Gironico,CO,,2219.0,provincia di Como
Propata,GE,http://www.comune.propata.ge.it/,136.0,Liguria
Melfi,PZ,http://www.comune.melfi.pz.it/,17878.0,Basilicata
Pescopagano,PZ,http://www.pescopagano.gov.it/,1851.0,Basilicata
Pietragalla,PZ,http://www.comune.pietragalla.pz.it,4064.0,Basilicata
Ruoti,PZ,http://www.comune.ruoti.pz.it,3542.0,Basilicata
Calizzano,SV,http://www.comunedicalizzano.it,1483.0,Liguria
Sesta Godano,SP,http://www.comune.sestagodano.sp.it/,1339.0,Liguria
Polignano a Mare,BA,http://www.comune.polignanoamare.ba.it/,18022.0,Puglia
Poirino,TO,http://www.comune.poirino.to.it,10576.0,Piemonte
Segusino,TV,http://www.comune.segusino.tv.it,1884.0,Veneto
Mezzani,PR,http://www.comune.mezzani.pr.it,3218.0,Emilia-Romagna
San Bartolomeo Val Cavargna,CO,http://www.comune.sanbartolomeovalcavargna.co.it/,1010.0,Lombardia
Denno,TN,http://www.comune.denno.tn.it/home.asp,1264.0,Trentino-Alto Adige
Cuneo,CN,http://www.comune.cuneo.it/,56281.0,Piemonte
Barete,AQ,http://www.comune.barete.aq.it/,683.0,Abruzzo
Bugnara,AQ,http://www.comune.bugnara.aq.it/,1106.0,Abruzzo
San Carlo Canavese,TO,http://www.comune.sancarlocanavese.to.it/,3996.0,Piemonte
San Fele,PZ,http://www.comune.sanfele.pz.it/,2927.0,Basilicata
Sant'Angelo Le Fratte,PZ,http://www.comune.santangelolefratte.pz.it/,1395.0,Basilicata
Dorsino,TN,http://www.comunedorsino.it,,Trentino-Alto Adige
Piana Crixia,SV,http://www.comune.pianacrixia.sv.it/,807.0,Liguria
Pontinvrea,SV,http://www.comune.pontirolonuovo.bg.it,829.0,Liguria
Fasano,BR,http://www.comune.fasano.br.it/,39683.0,Puglia
San Pietro Vernotico,BR,http://www.comune.sanpietrodimorubio.vr.it,13556.0,Puglia
Vercana,CO,http://www.comune.vercana.co.it/,758.0,Lombardia
Castel d'Aiano,BO,http://www.comune.casteldaiano.bo.it/,1865.0,Emilia-Romagna
Balvano,PZ,http://www.comune.balvano.pz.it,1828.0,Basilicata
Scanzano Jonico,MT,http://www.comune.scanzanojonico.mt.it,7624.0,Basilicata
Piscina,TO,http://www.comune.piscina.to.it/,3364.0,Piemonte
Verbania,VB,http://www.comune.verbania.it,30709.0,Piemonte
Castel del Giudice,IS,http://comune.casteldelgiudice.is.it/,324.0,Molise
Monteroduni,IS,http://www.comune.monteroduni.is.it/,2135.0,Molise
Tarzo,TV,http://www.comune.tarzo.tv.it,4346.0,Veneto
Asiago,VI,http://www.comune.asiago.vi.it,6441.0,Veneto
Pedemonte,VI,http://www.comune.pedemonte.vi.it/,740.0,Veneto
Bevilacqua,VR,http://www.comune.bevilacqua.vr.it/,1700.0,Veneto
Dueville,VI,http://www.comune.dueville.vi.it,13804.0,Veneto
San Mauro di Saline,VR,http://www.comune.sanmaurodisaline.vr.it/,568.0,Veneto
San Martino Buon Albergo,VR,http://www.comunesanmartinobuonalbergo.it/,15482.0,Veneto
Bolano,SP,http://www.comune.bolano.sp.it/,7836.0,Liguria
San Lorenzo al Mare,IM,,1273.0,Liguria
Riomaggiore,SP,http://www.comune.riomaggiore.sp.it,1496.0,Liguria
Cervo,IM,https://comune.cervo.im.it/,1139.0,Liguria
Mendatica,IM,http://www.comune.mendatica.im.it,182.0,Liguria
Mendatica,IM,http://www.comune.mendatica.im.it,187.0,Liguria
Mendatica,IM,http://www.comune.mendatica.im.it,226.0,Liguria
Mendatica,IM,http://www.comune.mendatica.im.it,245.0,Liguria
Pompeiana,IM,http://www.comunedipompeiana.net,842.0,Liguria
Ceriale,SV,http://www.comune.ceriale.sv.it,5571.0,Liguria
Dego,SV,http://www.comune.dego.sv.gov.it,1985.0,Liguria
Rocchetta di Vara,SP,http://www.rocchettanervina.com,701.0,Liguria
Caravonica,IM,http://www.comune.caravonica.im.it,266.0,Liguria
